payment_id,customer_id,amount,payment_method,bank,timestamp,merchant_category,payment_status,failure_code,failure_category,retry_count,gateway_latency_ms,customer_success_rate,previous_failures_30d,previous_successful_retries,customer_tenure_days,subscription_status,hour,day_of_week,device_type,network_type,location_zone,gt_retry_now,gt_retry_later,gt_switch_method,gt_send_notification,gt_stop,gt_best_action,split
PAY_003350,CUST_04583,625,CARD,HDFC,2026-08-23 05:21:26,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,3696,0.99,0,2,941,NONE,6,Sunday,Web,3G,Hyderabad,0.5635,0.8435,0.6435,0.2235,0.0435,RETRY_LATER,train
PAY_002880,CUST_01347,99,CARD,HDFC,2026-08-24 10:05:26,SaaS,FAILED,CARD_EXPIRED,CUSTOMER,0,1053,0.94,0,1,629,ACTIVE,10,Monday,Web,4G,Kolkata,0.116,0.156,0.586,0.686,0.186,SEND_NOTIFICATION,train
PAY_003414,CUST_03911,298,UPI,SBI,2026-08-21 17:20:26,Ecommerce,FAILED,PAYMENT_EXPIRED,HARD,0,2749,0.87,0,0,222,CHURNED,18,Friday,Android,4G,Mumbai,0.0355,0.0455,0.0755,0.1055,0.99,SEND_NOTIFICATION,train
PAY_007769,CUST_02662,1000,NETBANKING,Axis,2026-08-20 07:00:30,FoodDelivery,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,5301,0.72,0,4,401,ACTIVE,7,Thursday,iOS,WiFi,Kolkata,0.503,0.783,0.653,0.173,0.003,RETRY_LATER,train
PAY_004190,CUST_01396,668,CARD,Yes,2026-08-17 09:21:26,EdTech,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2362,0.82,0,2,195,NONE,10,Monday,iOS,WiFi,Delhi,0.198,0.458,0.598,0.738,0.068,SEND_NOTIFICATION,train
PAY_009611,CUST_02621,99,CARD,HDFC,2026-08-11 15:03:32,Ecommerce,FAILED,BANK_TIMEOUT,TEMPORARY,0,3416,0.86,0,2,396,NONE,15,Tuesday,Android,WiFi,Delhi,0.574,0.844,0.634,0.224,0.024,RETRY_LATER,train
PAY_009735,CUST_03987,262,CARD,HDFC,2026-08-20 14:16:32,Gaming,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2570,0.84,0,0,844,ACTIVE,15,Thursday,iOS,4G,Pune,0.201,0.461,0.601,0.741,0.071,SEND_NOTIFICATION,train
PAY_007252,CUST_04479,539,UPI,Kotak,2026-08-22 08:19:29,SaaS,FAILED,BANK_TIMEOUT,TEMPORARY,0,2702,0.82,0,2,850,ACTIVE,9,Saturday,Android,4G,Mumbai,0.568,0.838,0.628,0.218,0.018,RETRY_LATER,train
PAY_007614,CUST_03929,416,CARD,Axis,2026-08-25 01:41:30,FoodDelivery,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,5565,0.91,0,9,158,ACTIVE,2,Tuesday,Android,3G,Kolkata,0.5515,0.8315,0.6315,0.2115,0.0315,RETRY_LATER,train
PAY_006920,CUST_03406,4187,UPI,HDFC,2026-08-13 11:16:29,FoodDelivery,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1117,0.84,1,0,557,ACTIVE,12,Thursday,Android,4G,Kolkata,0.201,0.461,0.601,0.741,0.071,SEND_NOTIFICATION,train
PAY_009682,CUST_04653,737,NETBANKING,ICICI,2026-08-09 15:35:32,Gaming,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,1652,0.92,0,2,177,ACTIVE,16,Sunday,Android,5G,Kolkata,0.253,0.413,0.513,0.583,0.113,SEND_NOTIFICATION,train
PAY_009672,CUST_03796,99,CARD,Yes,2026-08-12 19:32:32,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,3731,0.85,1,1,625,NONE,20,Wednesday,Android,WiFi,Hyderabad,0.5425,0.8225,0.6225,0.2025,0.0225,RETRY_LATER,train
PAY_004795,CUST_01053,997,UPI,Axis,2026-08-23 15:42:27,EdTech,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4006,0.72,1,3,783,TRIAL,16,Sunday,Android,WiFi,Pune,0.523,0.803,0.603,0.183,0.003,RETRY_LATER,train
PAY_005655,CUST_04233,1825,NETBANKING,Axis,2026-08-17 16:18:28,FoodDelivery,FAILED,BANK_TIMEOUT,TEMPORARY,0,2521,0.74,1,3,648,NONE,17,Monday,Desktop,4G,Kolkata,0.556,0.826,0.616,0.206,0.006,RETRY_LATER,train
PAY_002496,CUST_02203,653,UPI,HDFC,2026-08-18 04:08:26,Ecommerce,FAILED,BANK_TIMEOUT,TEMPORARY,0,5785,0.64,3,2,840,TRIAL,5,Tuesday,Web,3G,Bangalore,0.541,0.811,0.601,0.191,0.0,RETRY_LATER,train
PAY_007305,CUST_02530,316,WALLET,PNB,2026-08-25 08:29:29,Travel,FAILED,BANK_TIMEOUT,TEMPORARY,0,3693,0.9,0,1,339,NONE,9,Tuesday,iOS,5G,Kolkata,0.58,0.85,0.64,0.23,0.03,RETRY_LATER,train
PAY_002373,CUST_04266,130,CARD,SBI,2026-08-19 22:01:26,FoodDelivery,FAILED,NETWORK_ERROR,TEMPORARY,0,3753,0.88,1,2,903,ACTIVE,22,Wednesday,iOS,WiFi,Chennai,0.507,0.777,0.607,0.177,0.027,RETRY_LATER,train
PAY_004092,CUST_01898,1597,CARD,HDFC,2026-08-08 21:37:26,Travel,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,200,0.93,0,2,572,NONE,22,Saturday,Android,3G,Bangalore,0.5545,0.8345,0.6345,0.2145,0.0345,RETRY_LATER,train
PAY_009472,CUST_01809,1449,UPI,ICICI,2026-08-30 23:54:31,Travel,FAILED,NETWORK_ERROR,TEMPORARY,0,4424,0.68,1,3,903,TRIAL,0,Sunday,Android,3G,Delhi,0.477,0.747,0.577,0.147,0.0,RETRY_LATER,train
PAY_003462,CUST_01941,175,UPI,HDFC,2026-08-17 19:02:26,Ecommerce,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,1786,0.9,1,6,494,TRIAL,19,Monday,Desktop,3G,Bangalore,0.25,0.41,0.51,0.58,0.11,SEND_NOTIFICATION,train
PAY_007007,CUST_04238,2733,UPI,Kotak,2026-08-09 18:27:29,SaaS,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,3810,0.84,0,2,365,CHURNED,19,Sunday,Android,4G,Chennai,0.241,0.401,0.501,0.571,0.101,SEND_NOTIFICATION,train
PAY_005392,CUST_00591,2815,UPI,BOB,2026-08-04 09:16:28,SaaS,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,1300,0.89,0,2,333,ACTIVE,10,Tuesday,Android,5G,Delhi,0.2485,0.4085,0.5085,0.5785,0.1085,SEND_NOTIFICATION,train
PAY_007173,CUST_01921,6573,NETBANKING,Axis,2026-08-06 08:04:29,SaaS,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,3688,0.71,0,1,63,ACTIVE,8,Thursday,Android,4G,Hyderabad,0.5215,0.8015,0.6015,0.1815,0.0015,RETRY_LATER,train
PAY_005697,CUST_03366,4895,UPI,SBI,2026-08-24 06:07:28,EdTech,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4723,0.91,0,3,167,ACTIVE,7,Monday,Android,WiFi,Kolkata,0.5515,0.8315,0.6315,0.2115,0.0315,RETRY_LATER,train
PAY_005665,CUST_04392,440,NETBANKING,ICICI,2026-08-07 21:55:28,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,1889,0.78,0,2,406,ACTIVE,22,Friday,Android,4G,Bangalore,0.532,0.812,0.612,0.192,0.012,RETRY_LATER,train
PAY_004504,CUST_03838,317,UPI,HDFC,2026-08-21 07:54:27,Ecommerce,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,2786,0.88,0,4,835,NONE,8,Friday,Android,4G,Kolkata,0.377,0.527,0.447,0.627,0.127,SEND_NOTIFICATION,train
PAY_002551,CUST_02422,2571,UPI,ICICI,2026-08-11 06:22:26,SaaS,FAILED,BANK_TIMEOUT,TEMPORARY,0,1735,0.75,0,2,351,ACTIVE,7,Tuesday,iOS,WiFi,Bangalore,0.5575,0.8275,0.6175,0.2075,0.0075,RETRY_LATER,train
PAY_004716,CUST_03092,1031,CARD,ICICI,2026-08-22 11:22:27,SaaS,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1069,0.74,2,3,465,TRIAL,12,Saturday,Android,4G,Mumbai,0.186,0.446,0.586,0.726,0.056,SEND_NOTIFICATION,train
PAY_000848,CUST_04091,1077,CARD,HDFC,2026-08-21 15:03:25,FoodDelivery,FAILED,NETWORK_ERROR,TEMPORARY,0,3392,0.88,0,2,246,TRIAL,15,Friday,iOS,WiFi,Pune,0.507,0.777,0.607,0.177,0.027,RETRY_LATER,train
PAY_003345,CUST_03106,691,UPI,Yes,2026-08-29 11:26:26,Ecommerce,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,1862,0.86,0,4,597,ACTIVE,12,Saturday,iOS,WiFi,Hyderabad,0.524,0.804,0.674,0.194,0.024,RETRY_LATER,train
PAY_000939,CUST_03810,963,CARD,SBI,2026-08-08 10:49:25,Ecommerce,FAILED,BLOCKED_METHOD,HARD,0,1252,0.76,0,4,929,ACTIVE,11,Saturday,Android,4G,Delhi,0.039,0.049,0.159,0.189,0.959,SEND_NOTIFICATION,train
PAY_004826,CUST_00559,635,NETBANKING,Axis,2026-08-16 09:32:27,EdTech,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,793,0.92,0,2,320,TRIAL,10,Sunday,iOS,4G,Pune,0.213,0.473,0.613,0.753,0.083,SEND_NOTIFICATION,train
PAY_009694,CUST_01072,1110,NETBANKING,HDFC,2026-08-23 07:56:32,Ecommerce,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,5370,0.9,1,2,145,ACTIVE,8,Sunday,Web,5G,Delhi,0.53,0.81,0.68,0.2,0.03,RETRY_LATER,train
PAY_008864,CUST_02887,4360,CARD,SBI,2026-08-15 11:38:31,EdTech,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,5344,0.92,1,3,575,ACTIVE,12,Saturday,Android,WiFi,Delhi,0.553,0.833,0.633,0.213,0.033,RETRY_LATER,train
PAY_008611,CUST_02626,1904,CARD,Axis,2026-08-06 19:47:30,Ecommerce,FAILED,CARD_EXPIRED,CUSTOMER,0,2108,0.81,0,3,687,NONE,20,Thursday,Android,5G,Chennai,0.0965,0.1365,0.5665,0.6665,0.1665,SEND_NOTIFICATION,train
PAY_005355,CUST_03594,125,UPI,Yes,2026-08-13 10:10:28,Gaming,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,3205,0.79,0,1,660,TRIAL,11,Thursday,iOS,4G,Kolkata,0.5135,0.7935,0.6635,0.1835,0.0135,RETRY_LATER,train
PAY_005478,CUST_02375,2343,CARD,Yes,2026-08-03 08:35:28,Ecommerce,FAILED,CUSTOMER_DECLINED,HARD,0,1849,0.94,0,1,825,ACTIVE,9,Monday,Android,WiFi,Delhi,0.046,0.046,0.066,0.086,0.99,SEND_NOTIFICATION,train
PAY_009724,CUST_03422,679,UPI,PNB,2026-08-27 20:04:32,SaaS,FAILED,BANK_TIMEOUT,TEMPORARY,0,2107,0.69,1,6,669,TRIAL,20,Thursday,iOS,5G,Bangalore,0.5485,0.8185,0.6085,0.1985,0.0,RETRY_LATER,train
PAY_000757,CUST_04825,228,UPI,SBI,2026-08-14 21:29:25,Travel,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,2522,0.87,1,1,715,ACTIVE,22,Friday,iOS,WiFi,Hyderabad,0.3755,0.5255,0.4455,0.6255,0.1255,SEND_NOTIFICATION,train
PAY_004751,CUST_02397,271,UPI,Kotak,2026-08-29 13:58:27,EdTech,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4685,0.82,1,3,239,TRIAL,14,Saturday,Android,WiFi,Kolkata,0.538,0.818,0.618,0.198,0.018,RETRY_LATER,train
PAY_002645,CUST_02358,6174,CARD,ICICI,2026-08-27 10:38:26,SaaS,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,200,0.86,0,4,578,ACTIVE,11,Thursday,Android,4G,Bangalore,0.204,0.464,0.604,0.744,0.074,SEND_NOTIFICATION,train
PAY_004163,CUST_04182,537,NETBANKING,HDFC,2026-08-02 15:44:26,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,2712,0.8,0,2,552,CHURNED,16,Sunday,iOS,4G,Chennai,0.535,0.815,0.615,0.195,0.015,RETRY_LATER,train
PAY_008649,CUST_00134,3421,CARD,ICICI,2026-08-12 07:16:31,EdTech,FAILED,INVALID_ACCOUNT,HARD,0,1483,0.94,0,1,423,ACTIVE,8,Wednesday,Web,5G,Bangalore,0.056,0.066,0.136,0.156,0.99,SEND_NOTIFICATION,train
PAY_003166,CUST_03233,2168,NETBANKING,HDFC,2026-08-31 05:19:26,FoodDelivery,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,1265,0.71,2,2,207,TRIAL,6,Monday,iOS,WiFi,Bangalore,0.2215,0.3815,0.4815,0.5515,0.0815,SEND_NOTIFICATION,train
PAY_006498,CUST_00712,99,CARD,SBI,2026-08-21 18:20:29,Ecommerce,FAILED,INVALID_ACCOUNT,HARD,0,1943,0.69,1,3,494,TRIAL,19,Friday,iOS,WiFi,Chennai,0.0185,0.0285,0.0985,0.1185,0.9885,SWITCH_METHOD,train
PAY_005988,CUST_01936,888,UPI,ICICI,2026-08-23 12:13:28,EdTech,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,2711,0.95,0,2,838,TRIAL,13,Sunday,iOS,4G,Mumbai,0.3875,0.5375,0.4575,0.6375,0.1375,SEND_NOTIFICATION,train
PAY_003874,CUST_03528,187,UPI,ICICI,2026-08-02 10:01:26,Travel,FAILED,NETWORK_ERROR,TEMPORARY,0,2943,0.86,0,1,490,TRIAL,10,Sunday,Android,3G,Kolkata,0.504,0.774,0.604,0.174,0.024,RETRY_LATER,train
PAY_007752,CUST_04538,554,CARD,HDFC,2026-08-11 11:50:30,FoodDelivery,FAILED,NETWORK_ERROR,TEMPORARY,0,4629,0.63,1,3,208,TRIAL,12,Tuesday,Desktop,5G,Bangalore,0.4695,0.7395,0.5695,0.1395,0.0,RETRY_LATER,train
PAY_006524,CUST_04876,914,UPI,SBI,2026-08-16 05:41:29,EdTech,FAILED,BANK_TIMEOUT,TEMPORARY,0,6142,0.75,1,1,762,ACTIVE,6,Sunday,Android,4G,Bangalore,0.5575,0.8275,0.6175,0.2075,0.0075,RETRY_LATER,train
PAY_003419,CUST_00794,159,CARD,Kotak,2026-08-25 01:41:26,Travel,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1861,0.88,1,4,877,ACTIVE,2,Tuesday,iOS,WiFi,Mumbai,0.207,0.467,0.607,0.747,0.077,SEND_NOTIFICATION,train
PAY_009905,CUST_02202,217,CARD,ICICI,2026-08-17 05:12:32,Ecommerce,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1312,0.89,0,4,112,CHURNED,6,Monday,iOS,5G,Mumbai,0.2085,0.4685,0.6085,0.7485,0.0785,SEND_NOTIFICATION,train
PAY_002062,CUST_03943,484,CARD,HDFC,2026-08-23 19:56:26,SaaS,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,5743,0.95,0,3,476,TRIAL,20,Sunday,iOS,3G,Mumbai,0.5375,0.8175,0.6875,0.2075,0.0375,RETRY_LATER,train
PAY_000550,CUST_03032,2024,UPI,HDFC,2026-08-25 11:46:25,SaaS,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1896,0.91,0,1,759,ACTIVE,12,Tuesday,Android,5G,Bangalore,0.2115,0.4715,0.6115,0.7515,0.0815,SEND_NOTIFICATION,train
PAY_004454,CUST_00352,4129,UPI,ICICI,2026-08-14 08:38:27,Ecommerce,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,604,0.97,0,0,828,ACTIVE,9,Friday,Android,WiFi,Delhi,0.3905,0.5405,0.4605,0.6405,0.1405,SEND_NOTIFICATION,train
PAY_002813,CUST_01549,3330,CARD,Axis,2026-08-23 06:32:26,Ecommerce,FAILED,NETWORK_ERROR,TEMPORARY,0,5976,0.67,1,1,592,ACTIVE,7,Sunday,iOS,4G,Kolkata,0.4755,0.7455,0.5755,0.1455,0.0,RETRY_LATER,train
PAY_008778,CUST_03429,101,UPI,Yes,2026-08-31 12:33:31,FoodDelivery,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,3222,0.96,1,5,745,ACTIVE,13,Monday,Android,WiFi,Pune,0.559,0.839,0.639,0.219,0.039,RETRY_LATER,train
PAY_008996,CUST_02009,587,CARD,Axis,2026-08-06 14:49:31,EdTech,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,3378,0.94,0,1,760,ACTIVE,15,Thursday,Android,5G,Delhi,0.556,0.836,0.636,0.216,0.036,RETRY_LATER,train
PAY_002550,CUST_04215,568,WALLET,SBI,2026-08-19 19:09:26,Gaming,FAILED,BLOCKED_METHOD,HARD,0,1180,0.79,0,5,156,ACTIVE,20,Wednesday,Android,WiFi,Chennai,0.0435,0.0535,0.1635,0.1935,0.9635,SEND_NOTIFICATION,train
PAY_006070,CUST_03452,1224,UPI,ICICI,2026-08-08 08:54:28,Ecommerce,FAILED,BANK_TIMEOUT,TEMPORARY,0,4835,0.79,1,1,57,NONE,9,Saturday,Android,4G,Mumbai,0.5635,0.8335,0.6235,0.2135,0.0135,RETRY_LATER,train
PAY_003170,CUST_00407,1423,CARD,HDFC,2026-08-26 19:47:26,Travel,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,1260,0.84,1,2,67,CHURNED,20,Wednesday,Android,WiFi,Delhi,0.541,0.821,0.621,0.201,0.021,RETRY_LATER,train
PAY_007055,CUST_00253,899,UPI,Kotak,2026-08-21 12:51:29,Travel,FAILED,BANK_TIMEOUT,TEMPORARY,0,3260,0.78,0,1,390,ACTIVE,13,Friday,Android,5G,Chennai,0.562,0.832,0.622,0.212,0.012,RETRY_LATER,train
PAY_004829,CUST_04397,234,CARD,Axis,2026-08-02 06:20:27,SaaS,FAILED,CARD_EXPIRED,CUSTOMER,0,1160,0.81,2,2,649,TRIAL,7,Sunday,Android,WiFi,Delhi,0.0965,0.1365,0.5665,0.6665,0.1665,SEND_NOTIFICATION,train
PAY_009571,CUST_01397,1985,CARD,HDFC,2026-08-24 14:35:31,EdTech,FAILED,CARD_EXPIRED,CUSTOMER,0,4033,0.81,1,1,599,CHURNED,15,Monday,Android,3G,Mumbai,0.0965,0.1365,0.5665,0.6665,0.1665,SEND_NOTIFICATION,train
PAY_001260,CUST_00823,256,UPI,Kotak,2026-08-27 13:00:25,SaaS,FAILED,NETWORK_ERROR,TEMPORARY,0,4610,0.88,1,3,576,TRIAL,13,Thursday,Web,WiFi,Mumbai,0.507,0.777,0.607,0.177,0.027,RETRY_LATER,train
PAY_008713,CUST_02185,99,NETBANKING,ICICI,2026-08-22 20:53:31,Ecommerce,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,1793,0.71,0,3,57,ACTIVE,21,Saturday,iOS,4G,Chennai,0.3515,0.5015,0.4215,0.6015,0.1015,SEND_NOTIFICATION,train
PAY_003662,CUST_02454,115,UPI,SBI,2026-08-31 17:52:26,FoodDelivery,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,2744,0.9,1,4,582,ACTIVE,18,Monday,iOS,WiFi,Pune,0.55,0.83,0.63,0.21,0.03,RETRY_LATER,train
PAY_007923,CUST_03636,2435,UPI,Axis,2026-08-27 15:56:30,Ecommerce,FAILED,BANK_TIMEOUT,TEMPORARY,0,5991,0.7,0,2,961,TRIAL,16,Thursday,Desktop,5G,Mumbai,0.55,0.82,0.61,0.2,0.0,RETRY_LATER,train
PAY_001025,CUST_02074,391,UPI,PNB,2026-08-05 10:29:25,Ecommerce,FAILED,BLOCKED_METHOD,HARD,0,2514,0.89,0,3,737,ACTIVE,11,Wednesday,Android,3G,Mumbai,0.0585,0.0685,0.1785,0.2085,0.9785,SEND_NOTIFICATION,train
PAY_004966,CUST_01969,2392,CARD,SBI,2026-08-24 17:17:27,FoodDelivery,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,5479,0.99,0,5,291,ACTIVE,18,Monday,Android,WiFi,Chennai,0.5635,0.8435,0.6435,0.2235,0.0435,RETRY_LATER,train
PAY_000753,CUST_02404,148,CARD,BOB,2026-08-18 10:36:25,SaaS,FAILED,INVALID_ACCOUNT,HARD,0,1405,0.86,0,1,580,TRIAL,11,Tuesday,Web,5G,Mumbai,0.044,0.054,0.124,0.144,0.99,SWITCH_METHOD,train
PAY_003943,CUST_03233,251,CARD,SBI,2026-08-22 16:28:26,FoodDelivery,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,5868,0.85,0,1,39,ACTIVE,17,Saturday,Android,4G,Hyderabad,0.5425,0.8225,0.6225,0.2025,0.0225,RETRY_LATER,train
PAY_003711,CUST_02042,729,CARD,ICICI,2026-08-06 22:55:26,SaaS,FAILED,BANK_TIMEOUT,TEMPORARY,0,4260,0.75,0,2,821,ACTIVE,23,Thursday,Android,4G,Mumbai,0.5575,0.8275,0.6175,0.2075,0.0075,RETRY_LATER,train
PAY_009961,CUST_00238,937,UPI,PNB,2026-08-06 19:27:32,Gaming,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,2731,0.83,1,1,883,NONE,20,Thursday,iOS,4G,Chennai,0.5395,0.8195,0.6195,0.1995,0.0195,RETRY_LATER,train
PAY_001952,CUST_02513,530,CARD,Yes,2026-08-18 12:00:26,Ecommerce,FAILED,CARD_EXPIRED,CUSTOMER,0,1582,0.77,0,7,805,ACTIVE,12,Tuesday,Android,5G,Mumbai,0.0905,0.1305,0.5605,0.6605,0.1605,SEND_NOTIFICATION,train
PAY_006315,CUST_01416,574,CARD,HDFC,2026-08-06 06:55:28,Ecommerce,FAILED,CARD_EXPIRED,CUSTOMER,0,3554,0.8,1,2,760,ACTIVE,7,Thursday,iOS,WiFi,Mumbai,0.095,0.135,0.565,0.665,0.165,SEND_NOTIFICATION,train
PAY_000352,CUST_00802,1317,WALLET,BOB,2026-08-30 04:34:25,SaaS,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,2836,0.99,0,1,526,NONE,5,Sunday,Android,4G,Pune,0.5635,0.8435,0.6435,0.2235,0.0435,RETRY_LATER,train
PAY_001512,CUST_01344,1476,UPI,SBI,2026-08-16 04:38:25,FoodDelivery,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,3990,0.91,0,1,938,ACTIVE,5,Sunday,Desktop,4G,Mumbai,0.5315,0.8115,0.6815,0.2015,0.0315,RETRY_LATER,train
PAY_004830,CUST_01356,5969,CARD,HDFC,2026-08-04 16:43:27,EdTech,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1023,0.99,0,2,773,TRIAL,17,Tuesday,Android,4G,Pune,0.2235,0.4835,0.6235,0.7635,0.0935,SEND_NOTIFICATION,train
PAY_009617,CUST_01334,2275,CARD,Kotak,2026-08-19 18:02:32,FoodDelivery,FAILED,BANK_TIMEOUT,TEMPORARY,0,3250,0.59,0,0,168,CHURNED,18,Wednesday,Android,4G,Kolkata,0.5335,0.8035,0.5935,0.1835,0.0,RETRY_LATER,train
PAY_003747,CUST_00168,132,CARD,Axis,2026-08-19 20:10:26,Travel,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2080,0.87,0,1,807,CHURNED,21,Wednesday,Android,5G,Pune,0.2055,0.4655,0.6055,0.7455,0.0755,SEND_NOTIFICATION,train
PAY_005800,CUST_00160,99,NETBANKING,SBI,2026-08-30 06:41:28,EdTech,FAILED,CARD_EXPIRED,CUSTOMER,0,1339,0.85,0,4,221,ACTIVE,7,Sunday,Web,WiFi,Mumbai,0.1025,0.1425,0.5725,0.6725,0.1725,SEND_NOTIFICATION,train
PAY_000702,CUST_00645,366,UPI,SBI,2026-08-16 08:40:25,SaaS,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,200,0.89,1,3,299,ACTIVE,9,Sunday,Desktop,WiFi,Bangalore,0.3785,0.5285,0.4485,0.6285,0.1285,SEND_NOTIFICATION,train
PAY_003694,CUST_04303,99,UPI,ICICI,2026-08-19 20:20:26,FoodDelivery,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2328,0.89,0,1,237,ACTIVE,21,Wednesday,Desktop,4G,Chennai,0.2085,0.4685,0.6085,0.7485,0.0785,SEND_NOTIFICATION,train
PAY_004615,CUST_03489,1768,CARD,Axis,2026-08-15 07:24:27,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4157,0.79,1,2,164,NONE,8,Saturday,Android,WiFi,Delhi,0.5335,0.8135,0.6135,0.1935,0.0135,RETRY_LATER,train
PAY_007214,CUST_04016,15179,NETBANKING,ICICI,2026-08-04 05:50:29,FoodDelivery,FAILED,NETWORK_ERROR,TEMPORARY,0,4641,0.88,0,0,625,ACTIVE,6,Tuesday,iOS,5G,Kolkata,0.507,0.777,0.607,0.177,0.027,RETRY_LATER,train
PAY_000562,CUST_03077,99,UPI,Axis,2026-08-03 07:55:25,Travel,FAILED,NETWORK_ERROR,TEMPORARY,0,3280,0.91,0,2,770,TRIAL,8,Monday,Android,WiFi,Pune,0.5115,0.7815,0.6115,0.1815,0.0315,RETRY_LATER,train
PAY_002319,CUST_01289,1508,UPI,HDFC,2026-08-31 10:45:26,FoodDelivery,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2582,0.75,1,3,256,ACTIVE,11,Monday,iOS,4G,Chennai,0.1875,0.4475,0.5875,0.7275,0.0575,SEND_NOTIFICATION,train
PAY_003099,CUST_03120,2792,WALLET,PNB,2026-08-26 13:26:26,Ecommerce,FAILED,NETWORK_ERROR,TEMPORARY,0,5179,0.98,0,4,596,ACTIVE,14,Wednesday,Web,WiFi,Bangalore,0.522,0.792,0.622,0.192,0.042,RETRY_LATER,train
PAY_004839,CUST_02581,24636,UPI,HDFC,2026-08-09 17:52:27,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,3271,0.81,0,3,715,CHURNED,18,Sunday,iOS,4G,Delhi,0.5365,0.8165,0.6165,0.1965,0.0165,RETRY_LATER,train
PAY_003151,CUST_03067,196,NETBANKING,PNB,2026-08-15 10:07:26,Ecommerce,FAILED,CARD_EXPIRED,CUSTOMER,0,2772,0.87,0,1,35,NONE,11,Saturday,Android,4G,Chennai,0.1055,0.1455,0.5755,0.6755,0.1755,SEND_NOTIFICATION,train
PAY_005609,CUST_02517,290,UPI,Axis,2026-08-04 14:22:28,EdTech,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,1345,0.7,1,0,503,ACTIVE,15,Tuesday,iOS,4G,Bangalore,0.35,0.5,0.42,0.6,0.1,SEND_NOTIFICATION,train
PAY_004300,CUST_04530,3363,UPI,Axis,2026-08-08 06:13:27,Travel,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,2705,0.86,1,2,940,ACTIVE,7,Saturday,Android,5G,Delhi,0.524,0.804,0.674,0.194,0.024,RETRY_LATER,train
PAY_004619,CUST_03804,1179,UPI,PNB,2026-08-29 10:20:27,SaaS,FAILED,CARD_EXPIRED,CUSTOMER,0,2279,0.69,0,3,457,ACTIVE,11,Saturday,Android,5G,Mumbai,0.0785,0.1185,0.5485,0.6485,0.1485,SEND_NOTIFICATION,train
PAY_004075,CUST_00318,529,UPI,Yes,2026-08-29 15:31:26,SaaS,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,583,0.77,0,1,284,CHURNED,16,Saturday,Android,4G,Pune,0.2305,0.3905,0.4905,0.5605,0.0905,SEND_NOTIFICATION,train
